Console,GameName,Review,Score
PC,Hidden & Dangerous Review,Good,7
PC,Sammy Sosa High Heat Baseball 2001 Review,Great,8
PC,High Heat Baseball 2000 Review,Great,8
PC,Hexplore Review,Fair,6
PC,Hexen Review,Fair,6
PC,Hexen II Mission Pack: Portal of Praevus Review,Great,8
PC,Heroes of Might and Magic: A Strategic Quest Review,Good,7
PC,Heroes of Might and Magic II: The Succession Wars Review,Great,8
PC,Hellfire Review,Good,7
PC,Hellbender Review,Fair,6
PC,HeliCOPS Review,Good,7
PC,H.E.D.Z. Review,Mediocre,5
PC,Heavy Gear Review,Good,7
PC,Heavy Gear II Review,Superb,9
PC,"Games People Play: Hearts, Spades, Euchre Review",Good,7
PC,Heart of Darkness Review,Good,7
PC,Harvester Review,Fair,6
PC,Harley-Davidson: Race Across America Review,Mediocre,5
PC,Hardline Review,Poor,4
PC,Havoc Review,Good,7
PC,Hardball 5 Review,Great,8
PC,Hardball 6 Review,Good,7
PC,Star Trek Deep Space Nine: Harbinger Review,Poor,4
PC,Hangsim Review,Mediocre,5
PC,Heroes of Might and Magic III: Armageddon's Blade Review,Great,8
PC,Gunship! Review,Fair,6
PC,Gunmetal Review,Fair,6
PC,Gubble Review,Good,7
PC,"Grand Theft Auto: London, 1969 Review",Mediocre,5
PC,Gruntz Review,Good,7
PC,Grid Runner Review,Fair,6
PC,Greg Norman Ultimate Challenge Golf Review,Good,7
PC,Great Battles of Caesar Review,Good,7
PC,Grand Theft Auto Review,Fair,6
PC,Grand Slam Review,Mediocre,5
PC,Grand Prix Manager Review,Fair,6
PC,Grand Prix II Review,Superb,9
PC,Grand Prix Legends Review,Great,8
PC,The Golf Pro Review,Good,7
PC,Peter Jacobsen's Golden Tee Golf Review,Mediocre,5
PC,Golden Gate Review,Good,7
PC,Golden Nugget Review,Good,7
PC,G-NOME Review,Fair,6
PC,Global Domination Review,Bad,3
PC,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned Review",Fair,6
PC,Get Medieval Review,Good,7
PC,Gene Wars Review,Mediocre,5
PC,Gender Wars Review,Fair,6
PC,Gazillionaire Deluxe Review,Fair,6
PC,Gangsters Review,Mediocre,5
PC,The Game of Life Review,Fair,6
PC,"Game, Net & Match! Review",Great,8
PC,Galapagos: Mendel's Escape Review,Fair,6
PC,FX Fighter Review,Good,7
PC,Full Tilt! Pinball Review,Fair,6
PC,Full Tilt! 2 Pinball Review,Good,7
PC,Full Strength Strongman Competition Review,Terrible,2
PC,Fox Sports Soccer '99 Review,Poor,4
PC,Frogger Review,Mediocre,5
PC,Fox Sports Golf '99 Review,Great,8
PC,Free Enterprise Review,Bad,3
PC,Front Page Sports: Ski Racing Review,Great,8
PC,Front Page Sports: Golf Review,Great,8
PC,Front Page Sports: Football Pro '98 Review,Fair,6
PC,Front Page Sports: Baseball Pro '98 Review,Great,8
PC,Fox Hunt Review,Fair,6
PC,Forsaken Review,Great,8
PC,Forced Alliance Review,Good,7
PC,Formula 1 Review,Fair,6
PC,Star Wars: Force Commander Review,Fair,6
PC,Force 21 Review,Fair,6
PC,Front Page Sports: Football Pro '97 Review,Fair,6
PC,Fury 3 Review,Good,7
PC,Football Pro '96 Review,Great,8
PC,Flying Corps Review,Great,8
PC,Microsoft Flight Simulator 5.1 Review,Fair,6
PC,Flight Unlimited III Review,Superb,9
PC,Flight Unlimited II Review,Great,8
PC,Flesh Feast Review,Poor,4
PC,Flash Point Korea: AH-64D Longbow Review,Superb,9
PC,Flanker 2.0 Review,Great,8
PC,FireTeam Review,Great,8
PC,Fire Fight Review,Fair,6
PC,Fighting Steel Review,Mediocre,5
PC,Fighter Pilot Review,Poor,4
PC,Fighter Ace Review,Fair,6
PC,FIFA 99 Review,Superb,9
PC,FIFA Soccer 97 Review,Great,8
PC,FIFA 2000 Review,Superb,9
PC,Fatal Abyss Review,Mediocre,5
PC,Fantasy General Review,Poor,4
PC,Falcon 4.0 Review,Good,7
PC,Fade to Black Review,Good,7
PC,F/A-18 Korea Review,Great,8
PC,F-22 Lightning 3 Review,Great,8
PC,F-22 Lightning II Review,Good,7
PC,F1 Racing Simulation Review,Superb,9
PC,F-16 Aggressor Review,Fair,6
PC,F/A-18 Hornet 3.0 Review,Fair,6
PC,F-15 Review,Superb,9
PC,Stephen King's F13 Review,Terrible,2
PC,F1 2000 Review,Great,8
PC,ESPN Extreme Games Review,Fair,6
PC,Extreme Assault Review,Great,8
PC,Extreme Tennis Review,Poor,4
PC,Expert Pool Review,Good,7
PC,X-COM: First Alien Invasion Review,Fair,6
PC,Excalibur 2555 AD Review,Bad,3
PC,Earthworm Jim 1&2: The Whole Can 'O Worms Review,Good,7
PC,Evolution Review,Fair,6
PC,EverQuest Review,Great,8
PC,Eve Review,Mediocre,5
PC,European Air War Review,Great,8
PC,Eradicator Review,Good,7
PC,Entrepreneur Review,Fair,6
PC,Entombed Enhanced Review,Poor,4
PC,Enemy Infestation Review,Good,7
PC,Emperor of Fading Suns Review,Fair,6
PC,Emergency: Fighters for Life Review,Poor,4
PC,The Elk Moon Murder Review,Poor,4
PC,EF2000 Review,Great,8
PC,EF2000 v2.0 Review,Superb,9
PC,Ecstatica II Review,Good,7
PC,East Front II: The Russian Front Review,Great,8
PC,East Front Review,Fair,6
PC,Earthworm Jim Review,Good,7
PC,Earthsiege 2 Review,Fair,6
PC,Earth 2140 Review,Fair,6
PC,Dust: A Tale of the Wired West Review,Good,7
PC,Magic & Mayhem Review,Fair,6
PC,Druid: Daemons of the Mind Review,Good,7
PC,Drowned God Review,Fair,6
PC,Driver Review,Great,8
PC,Dragoon: The Battles of Frederick the Great Review,Good,7
PC,Dragon Lore II Review,Bad,3
PC,DragonHeart: Fire and Steel Review,Bad,3
PC,Dragon Dice Review,Mediocre,5
PC,Dominion: Storm Over Gift 3 Review,Mediocre,5
PC,Dungeon Keeper: The Deeper Dungeons Review,Mediocre,5
PC,Discworld II: Mortality Bytes Review,Fair,6
PC,Disciples: Sacred Lands Review,Great,8
PC,Diplomacy Review,Poor,4
PC,Dilbert's Desktop Games Review,Mediocre,5
PC,Die by the Sword Review,Good,7
PC,Die by the Sword: Limb from Limb Review,Mediocre,5
PC,Die Hard Trilogy Review,Good,7
PC,Dirt Track Racing Review,Fair,6
PC,Die Hard Trilogy 2: Viva Las Vegas Review,Bad,3
PC,Destruction Derby 2 Review,Good,7
PC,Gulf War: Operation Desert Hammer Review,Mediocre,5
PC,Demonstar Review,Poor,4
PC,Demolition Racer Review,Good,7
PC,Demise: Rise of the Ku'Tan Review,Bad,3
PC,Delta Force 2 Review,Great,8
PC,Deer Hunt Challenge Review,Good,7
PC,3DO Games: Decathlon Review,Poor,4
PC,DeathKeep Review,Mediocre,5
PC,DeathDrome Review,Good,7
PC,Deus Review,Bad,3
PC,Deadly Tide Review,Fair,6
PC,Jagged Alliance: Deadly Games Review,Good,7
PC,Deadlock Review,Good,7
PC,Deadlock II: Shrine Wars Review,Good,7
PC,Daytona USA Deluxe Review,Fair,6
PC,Dark Side of the Moon Review,Fair,6
PC,Dark Seed II Review,Fair,6
PC,Dark Reign Expansion: Rise of the Shadowhand Review,Great,8
PC,Darklight Conflict Review,Good,7
PC,The Dark Hour Review,Mediocre,5
PC,Dark Earth Review,Great,8
PC,Dark Colony Review,Mediocre,5
PC,Cylindrix Review,Fair,6
PC,CyberStrike 2 Review,Good,7
PC,MissionForce: CyberStorm Review,Great,8
PC,Cyberstorm 2: Corporate Wars Review,Fair,6
PC,CyberMage: Darklight Awakening Review,Good,7
PC,CyberJudas Review,Great,8
PC,Cyberia2 Review,Good,7
PC,CyberGladiators Review,Great,8
PC,Cutthroats: Terror on the High Seas Review,Mediocre,5
PC,The Crystal Skull Review,Mediocre,5
PC,Cryptic Passage Review,Great,8
PC,Crusader: No Regret Review,Great,8
PC,Crush! Deluxe Review,Fair,6
PC,Crusaders of Might and Magic Review,Mediocre,5
PC,Creatures 2 Review,Fair,6
PC,Croc 2 Review,Mediocre,5
PC,Corsairs Review,Mediocre,5
PC,Conquest of the New World Review,Great,8
PC,Conquest Earth Review,Bad,3
PC,Microsoft Combat Flight Simulator Review,Good,7
PC,Combat Chess Review,Fair,6
PC,Colin McRae Rally Review,Fair,6
PC,Comanche 3 Review,Great,8
PC,College Slam Review,Fair,6
PC,Maui Mallard in Cold Shadow Review,Good,7
PC,Codename Eagle Review,Mediocre,5
PC,Conquest of the New World Deluxe Edition Review,Good,7
PC,Clue Chronicles: Fatal Illusion Review,Poor,4
PC,Clue: Murder at Boddy Mansion Review,Good,7
PC,Clue Review,Poor,4
PC,Close Combat: A Bridge Too Far Review,Superb,9
PC,CivNet Review,Fair,6
PC,Civilization II Review,Superb,9
PC,"Civil War Generals 2: Grant, Lee, Sherman Review",Fair,6
PC,Civilization II: Test of Time Review,Poor,4
PC,Civilization II Multiplayer Gold Edition Review,Good,7
PC,Civ II: Fantastic Worlds Review,Great,8
PC,Civilization: Call to Power Review,Fair,6
PC,Chronicles of the Sword Review,Poor,4
PC,Chron X Review,Great,8
PC,Chessmaster 7000 Review,Great,8
PC,Chessmaster 6000 Review,Great,8
PC,Chessmaster 5000 Review,Superb,9
PC,Chaos Overlords Review,Superb,9
PC,Centipede Review,Fair,6
PC,Close Combat: Battle of the Bulge Review,Great,8
PC,Close Combat III: The Russian Front Review,Superb,9
PC,Cavewars Review,Fair,6
PC,CART Precision Racing Review,Great,8
PC,Carnivores Review,Good,7
PC,Carmageddon II: Carpocalypse Now Review,Good,7
PC,Capitalism Review,Fair,6
PC,Commandos: Beyond the Call of Duty Review,Fair,6
PC,Callahan's Crosstime Saloon Review,Fair,6
PC,Byzantine: The Betrayal Review,Fair,6
PC,The Journeyman Project 2: Buried in Time Review,Fair,6
PC,Beavis and Butt-head: Bunghole in One Review,Poor,4
PC,Battleground 7: Bull Run Review,Good,7
PC,Boarder Zone Review,Fair,6
PC,Bug! Review,Fair,6
PC,Buccaneer Review,Poor,4
PC,Brunswick Circuit Pro Bowling Review,Good,7
PC,Big Red Racing Review,Good,7
PC,Broken Sword: The Smoking Mirror Review,Good,7
PC,Bridge Deluxe II with Omar Sharif Review,Mediocre,5
PC,Braveheart Review,Mediocre,5
PC,Brain Dead 13 Review,Bad,3
PC,Boss Rally Review,Mediocre,5
PC,Boggle CD-ROM Review,Good,7
PC,Blood Omen: Legacy of Kain Review,Good,7
PC,NFL Blitz 2000 Review,Poor,4
PC,Blaze & Blade - Eternal Quest Review,Bad,3
PC,Blade Runner Review,Fair,6
PC,Black Dahlia Review,Mediocre,5
PC,The Blackstone Chronicles Review,Mediocre,5
PC,Birthright: The Gorgon's Alliance Review,Good,7
PC,Pro Pinball: Big Race USA Review,Great,8
PC,Frank Thomas Big Hurt Baseball Review,Fair,6
PC,Bedlam Review,Fair,6
PC,Beavis and Butt-head Do U. Review,Mediocre,5
PC,Beavis and Butt-head in Virtual Stupidity Review,Good,7
PC,Beatdown Review,Bad,3
PC,The Beast Within: A Gabriel Knight Mystery Review,Great,8
PC,Baseball Edition 2000 Review,Mediocre,5
PC,Battlespire Review,Fair,6
PC,BattleSport Review,Fair,6
PC,Great Battles of Hannibal Review,Good,7
PC,Battle of Britain Review,Good,7
PC,Batman Forever: The Arcade Game Review,Poor,4
PC,Baseball Mogul Review,Great,8
PC,Barrage Review,Fair,6
PC,Balls of Steel Review,Good,7
PC,Baldies Review,Fair,6
PC,Back to Baghdad Review,Mediocre,5
PC,Bad Day on the Midway Review,Great,8
PC,Azrael's Tear Review,Mediocre,5
PC,AYSO Soccer '97 Review,Terrible,2
PC,Axis & Allies Review,Great,8
PC,Chronomaster Review,Good,7
PC,Bubble Bobble Review,Poor,4
PC,D Review,Fair,6
PC,Beetle Buggin' Review,Fair,6
PC,Battleground 3: Waterloo Review,Great,8
PC,Battleground: Gettysburg Review,Good,7
PC,Armored Fist 2 - M1A2 Abrams Review,Mediocre,5
PC,Armored Fist 3 Review,Mediocre,5
PC,Armor Command Review,Good,7
PC,Armed & Delirious Review,Fair,6
PC,Armored Moon: The Next Eden Review,Terrible,2
PC,Ark of Time Review,Fair,6
PC,Ares Rising Review,Mediocre,5
PC,Area 51 Review,Bad,3
PC,The Ardennes Offensive Review,Fair,6
PC,Apollo 18 Review,Mediocre,5
PC,Apache Review,Superb,9
PC,Battleground 5: Antietam Review,Great,8
PC,Andretti Racing Review,Good,7
PC,Amok Review,Bad,3
PC,American Civil War Review,Good,7
PC,Amber: Journeys Beyond Review,Good,7
PC,AMA Superbike Review,Good,7
PC,Alone in the Dark Trilogy Review,Good,7
PC,Allied General Review,Good,7
PC,X-Wing Alliance Review,Great,8
PC,Alien Trilogy Review,Poor,4
PC,Aliens Online Review,Good,7
PC,Sid Meier's Alien Crossfire Review,Great,8
PC,Great Battles of Alexander Review,Fair,6
PC,Air Warrior II Review,Good,7
PC,Air Warrior III Review,Good,7
PC,Air Power: Battle in the Skies Review,Poor,4
PC,AHx-1 Review,Poor,4
PC,Apache Havoc Review,Great,8
PC,Agile Warrior F-IIIX Review,Poor,4
PC,Age of Sail Review,Good,7
PC,Age of Rifles Review,Good,7
PC,Afterlife Review,Good,7
PC,After Dark Games Review,Mediocre,5
PC,Admiral Sea Battles Review,Poor,4
PC,Addiction Pinball Review,Great,8
PC,Achtung Spitfire! Review,Good,7
PC,Ace Ventura Review,Fair,6
PC,Absolute Zero Review,Fair,6
PC,Abomination Review,Fair,6
PC,Oddworld: Abe's Exoddus Review,Great,8
PC,ABC Monday Night Football '98 Review,Mediocre,5
PC,Aaron vs. Ruth Review,Mediocre,5
PC,A-10 Cuba! Review,Fair,6
PC,Ultimate 8 Ball Review,Fair,6
PC,7th Legion Review,Poor,4
PC,688 (I) Hunter/Killer Review,Great,8
PC,3D Lemmings Review,Good,7
PC,12 O'Clock High: Bombing the Reich Review,Fair,6
PC,101 Airborne: The Airborne Invasion of Normandy Review,Great,8
PS,NCAA Football 2000 Review,Good,7
PS,MLB 2001 Review,Great,8
PS,Ballistic Review,Fair,6
PS,Ballblazer Champions Review,Great,8
PS,Backstreet Billiards Review,Good,7
PS,Auto Destruct Review,Poor,4
PS,High Heat Baseball 2000 Review,Terrible,2
PS,Sammy Sosa High Heat Baseball 2001 Review,Mediocre,5
PS,Hercules Action Game Review,Good,7
PS,Herc's Adventures Review,Good,7
PS,Hello Kitty Cube Frenzy Review,Good,7
PS,HardBall 99 Review,Mediocre,5
PS,Gundam: the Battle Master (Import) Review,Mediocre,5
PS,Point Blank 2 Review,Great,8
PS,Guilty Gear Review,Good,7
PS,Grand Theft Auto: London 1969 Review,Mediocre,5
PS,Grand Slam 97 Review,Fair,6
PS,Car & Driver Presents: Grand Tour Racing '98 Review,Good,7
PS,Grid Runner Review,Good,7
PS,Gradius Gaiden (Import) Review,Good,7
PS,G Police Review,Fair,6
PS,G Police: Weapons of Justice Review,Mediocre,5
PS,Gauntlet Legends Review,Bad,3
PS,NFL GameDay 99 Review,Great,8
PS,NFL GameDay 98 Review,Good,7
PS,All-Star 1997 Featuring Frank Thomas Review,Fair,6
PS,Front Mission Alternative (Import) Review,Fair,6
PS,Front Mission Second (Import) Review,Great,8
PS,Freestyle Boardin' '99 Review,Fair,6
PS,Fox Sports Soccer 99 Review,Good,7
PS,NBA Basketball 2000 Review,Good,7
PS,Fox Hunt Review,Terrible,2
PS,Fox Sports Golf '99 Review,Abysmal,1
PS,Forsaken Review,Fair,6
PS,Formula 1 Championship Edition Review,Good,7
PS,Formula 1 99 Review,Good,7
PS,Fisherman's Bait Review,Fair,6
PS,Fire Prowrestling G (Import) Review,Great,8
PS,NCAA Final Four 99 Review,Fair,6
PS,Fighter Maker Review,Fair,6
PS,Fighters' Impact (Import) Review,Fair,6
PS,Felony 11-79 Review,Fair,6
PS,Fear Effect Review,Great,8
PS,Fatal Fury: Wild Ambition Review,Fair,6
PS,Fantastic Four Review,Poor,4
PS,NHL FaceOff 2000 Review,Fair,6
PS,F1 World Grand Prix Review,Poor,4
PS,Excalibur 2555 A.D. Review,Poor,4
PS,Evil Zone Review,Good,7
PS,Epidemic Review,Mediocre,5
PS,Eliminator Review,Poor,4
PS,Einhander Review,Good,7
PS,Eggs of Steel Review,Poor,4
PS,Dynasty Warriors Review,Good,7
PS,Duke Nukem: Total Meltdown Review,Poor,4
PS,Dare Devil Derby 3D Review,Fair,6
PS,Dragonseeds Review,Mediocre,5
PS,Disruptor Review,Good,7
PS,Walt Disney World: Magical Racing Quest Review,Good,7
PS,Die Hard Trilogy Review,Superb,9
PS,Die Hard Trilogy 2 Review,Fair,6
PS,Devil Dice Review,Fair,6
PS,Destruction Derby 2 Review,Good,7
PS,Destrega Review,Good,7
PS,Descent Maximum Review,Mediocre,5
PS,Demolition Racer Review,Fair,6
PS,Deathtrap Dungeon Review,Bad,3
PS,Dead in the Water Review,Fair,6
PS,Dead or Alive Review,Good,7
PS,Dragon Ball Final Bout Review,Bad,3
PS,Darklight Conflict Review,Fair,6
PS,Dance Dance Revolution (Import) Review,Great,8
PS,Crypt Killer Review,Bad,3
PS,Crusader: No Remorse Review,Good,7
PS,Crow: City of Angels Review,Bad,3
PS,Critical Depth Review,Good,7
PS,Critical Blow (Import) Review,Fair,6
PS,Cool Boarders Review,Good,7
PS,Contra: Legacy of War Review,Fair,6
PS,Contender Review,Fair,6
PS,Command & Conquer Review,Great,8
PS,Colony Wars: Vengeance Review,Good,7
PS,Colony Wars Review,Good,7
PS,Command & Conquer: Red Alert Review,Good,7
PS,"City of Lost Children, The Review",Bad,3
PS,Choro Q2 (Import) Review,Poor,4
PS,Chocobo's Dungeon 2 Review,Fair,6
PS,Chessmaster II Review,Fair,6
PS,Championship Bass Review,Fair,6
PS,Centipede Review,Mediocre,5
PS,C: The Contra Adventure Review,Bad,3
PS,Castrol Honda Superbike Review,Bad,3
PS,Carnage Heart Review,Fair,6
PS,Caesars Palace Review,Poor,4
PS,Bust-A-Move 2 Arcade Edition Review,Mediocre,5
PS,Buster Bros. Collection Review,Good,7
PS,Bust-A-Move '99 Review,Fair,6
PS,Bust A Groove Review,Good,7
PS,Brunswick Circuit Pro Bowling Review,Good,7
PS,Broken Helix Review,Fair,6
PS,Burning Road Review,Fair,6
PS,Brigandine Review,Fair,6
PS,Bravo Air Race Review,Mediocre,5
PS,Bottom of the 9th 99 Review,Mediocre,5
PS,Boombots Review,Abysmal,1
PS,Bomberman Fantasy Race Review,Mediocre,5
PS,Bomberman World Review,Mediocre,5
PS,Bomberman Wars (Import) Review,Mediocre,5
PS,NFL Blitz 2000 Review,Great,8
PS,Bloody Bride (Import) Review,Mediocre,5
PS,Blazing Dragons Review,Fair,6
PS,Blast Chamber Review,Fair,6
PS,Black Dawn Review,Good,7
PS,Bio F.R.E.A.K.S. Review,Mediocre,5
PS,Frank Thomas Big Hurt Baseball Review,Fair,6
PS,Beyond the Beyond Review,Mediocre,5
PS,BRAHMA Force: The Assault on Beltlogger 9 Review,Good,7
PS,Beat Planet Music (Import) Review,Bad,3
PS,Beast Wars Review,Mediocre,5
PS,Battlestations Review,Fair,6
PS,BattleTanx: Global Assault Review,Mediocre,5
PS,Batman & Robin Review,Mediocre,5
PS,Batman Forever: The Arcade Game Review,Mediocre,5
PS,Bass Rise Review,Mediocre,5
PS,Baseball 2000 Review,Poor,4
PS,Hexen Review,Bad,3
PS,"Guntu Western Front June, 1944 (Import) Review",Abysmal,1
PS,GUNNM Martian Memory (Import) Review,Great,8
PS,Glover Review,Poor,4
PS,Gex 3: Deep Cover Gecko Review,Fair,6
PS,Gex: Enter the Gecko Review,Fair,6
PS,FIFA 99 Review,Great,8
PS,FIFA Soccer 97 Review,Good,7
PS,Fighting Force 2 Review,Bad,3
PS,Formula 1 Review,Good,7
PS,ECW Hardcore Revolution Review,Poor,4
PS,Dune 2000 Review,Mediocre,5
PS,Dukes of Hazzard: Racing for Home Review,Poor,4
PS,Championship Motocross Featuring Ricky Carmichael Review,Good,7
PS,Clock Tower II: The Struggle Within Review,Bad,3
PS,Croc: The Legend of Gobbos Review,Mediocre,5
PS,Croc 2 Review,Mediocre,5
PS,Cool Boarders 4  Review,Good,7
PS,Civilization II Review,Good,7
PS,Chocobo Racing Review,Poor,4
PS,Cool Boarders 3 Review,Poor,4
PS,Blast Radius Review,Good,7
PS,Blasto Review,Poor,4
PS,Big Air Review,Mediocre,5
PS,Bust-A-Move 4 Review,Good,7
PS,Asuka 120% Excellent: Burning Festival (Import) Review,Good,7
PS,Asteroids Review,Good,7
PS,Assault: Retribution Review,Poor,4
PS,Arcade Party Pak Review,Good,7
PS,Arcade's Greatest Hits: The Atari Collection 1 Review,Fair,6
PS,Adidas Power Soccer 98 Review,Mediocre,5
PS,Andretti Racing Review,Fair,6
PS,All Japan Woman Pro Wrestling (Import) Review,Poor,4
PS,Allied General Review,Fair,6
PS,Army Men: Air Attack Review,Good,7
PS,Midway Presents Arcade's Greatest Hits - The Midway Collection 2 Review,Fair,6
PS,Midway Presents Arcade's Greatest Hits: The Atari Collection 2 Review,Poor,4
PS,Activision Classics Review,Mediocre,5
PS,Ace Combat 2 Review,Good,7
PS,"Fifth Element, The Review",Terrible,2
PS,3Xtreme Review,Terrible,2
PS,3D Baseball Review,Good,7
PS,2 Xtreme Review,Good,7
PS,Thousand Arms Review,Good,7
PS2,Stepping Selection (Import) Review,Good,7
PS2,I.Q. Remix+: Intelligent Qube (Import) Review,Fair,6
PS2,DrumMania (Import) Review,Good,7
NGPC,Samurai Shodown 2 Review,Fair,6
NGPC,Neo Geo Cup '98 Plus Color Review,Poor,4
NGPC,Metal Slug: First Mission Review,Great,8
NGPC,"Last Blade, The Review",Good,7
NGPC,Gals Fighters Review,Fair,6
NGPC,Baseball Stars Color Review,Good,7
N64,World Cup 98 Review,Great,8
N64,Wonder Project J2 (Import) Review,Mediocre,5
N64,Iggy's Reckin' Balls Review,Fair,6
N64,WipeOut 64 Review,Fair,6
N64,WCW vs. NWO: World Tour Review,Mediocre,5
N64,War Gods Review,Fair,6
N64,Waialae Country Club: True Golf Classics Review,Fair,6
N64,Virtual Pool 64 Review,Mediocre,5
N64,Virtual Chess 64 Review,Fair,6
N64,Turok: Rage Wars Review,Mediocre,5
N64,Top Gear Rally Review,Fair,6
N64,Tony Hawk's Pro Skater Review,Superb,9
N64,CyberTiger Review,Bad,3
N64,Top Gear OverDrive Review,Good,7
N64,Tetrisphere Review,Superb,9
N64,Supercross 2000 Review,Fair,6
N64,Sumo Battle (Import) Review,Bad,3
N64,Star Fox 64 Review,Great,8
N64,Rocket: Robot on Wheels Review,Good,7
N64,South Park Rally Review,Terrible,2
N64,Space Invaders Review,Bad,3
N64,Starshot Review,Mediocre,5
N64,Aero Fighters Assault Review,Mediocre,5
N64,Space Station Silicon Valley Review,Good,7
N64,Star Wars: Shadows of the Empire Review,Good,7
N64,Shadow Man Review,Fair,6
N64,Shadowgate 64: Trial of the Four Towers Review,Poor,4
N64,San Francisco Rush Review,Good,7
N64,Robotron 64 Review,Mediocre,5
N64,Roadsters Trophy Review,Poor,4
N64,Road Rash 64 Review,Good,7
N64,Ridge Racer 64 Review,Great,8
N64,Rayman 2: The Great Escape Review,Superb,9
N64,Rampage World Tour Review,Mediocre,5
N64,Rainbow Six Review,Good,7
N64,Quest 64 Review,Mediocre,5
N64,Powerful Pro Baseball 4 (Import) Review,Fair,6
N64,Star Wars: Episode I Racer Review,Great,8
N64,Pilotwings 64 Review,Great,8
N64,Paper Boy 64 Review,Mediocre,5
N64,Olympic Hockey 98 Review,Mediocre,5
N64,Off Road Challenge Review,Poor,4
N64,Nuclear Strike Review,Fair,6
N64,NHL Breakaway 98 Review,Good,7
N64,NFL Quarterback Club 98 Review,Mediocre,5
N64,NFL Blitz Review,Superb,9
N64,The New Tetris Review,Good,7
N64,NBA In The Zone '99 Review,Mediocre,5
N64,NBA Showtime: NBA on NBC Review,Fair,6
N64,NBA Live 2000 Review,Good,7
N64,NBA Jam 99 Review,Good,7
N64,NBA Jam 2000 Review,Mediocre,5
N64,NBA In The Zone '98 Review,Bad,3
N64,NBA Hangtime Review,Mediocre,5
N64,Kobe Bryant in NBA Courtside Review,Mediocre,5
N64,NASCAR 99 Review,Fair,6
N64,NASCAR 2000 Review,Good,7
N64,Namco Museum 64 Review,Good,7
N64,Nagano Winter Olympics '98 Review,Bad,3
N64,Mystical Ninja starring Goemon Review,Fair,6
N64,WCW Nitro Review,Poor,4
N64,Monaco Grand Prix Review,Good,7
N64,Mortal Kombat Mythologies: Sub-Zero Review,Poor,4
N64,Mischief Makers Review,Fair,6
N64,Mission: Impossible Review,Fair,6
N64,Mario Party 2 Review,Good,7
N64,Magical Tetris Challenge Review,Mediocre,5
N64,Madden Football 64 Review,Great,8
N64,Madden NFL 2000 Review,Superb,9
N64,Mace: The Dark Age Review,Mediocre,5
N64,Lego Racers Review,Poor,4
N64,Knife Edge Review,Poor,4
PS,Army Men 3D Review,Poor,4
PS,Akuji the Heartless Review,Fair,6
PS,Armored Core: Master of Arena Review,Fair,6
PS,Ace Combat 3: Electrosphere Review,Fair,6
N64,Hydro Thunder Review,Mediocre,5
N64,Harvest Moon 64 Review,Good,7
NGPC,Neo Turf Masters Review,Good,7
NGPC,Pocket Tennis Color Review,Fair,6
NGP,Puzzle Link Review,Good,7
NGPC,Puyo Pop Review,Great,8
NGPC,Pac-Man Review,Poor,4
NGPC,Neo Mystery Bonus Review,Bad,3
NGPC,Neo 21 Review,Mediocre,5
NGPC,Neo Dragon's Wild Review,Poor,4
NGPC,Neo Cherry Master Color Review,Bad,3
NGPC,King of Fighters R-2 Review,Great,8
NGPC,Fatal Fury: First Contact Review,Good,7
NGPC,Crush Roller Review,Mediocre,5
NGPC,Bio Motor Unitron Review,Great,8
NGPC,Bust a Move Pocket Review,Fair,6
N64,Xena: Warrior Princess - The Talisman of Fate Review,Terrible,2
N64,WWF War Zone Review,Great,8
N64,Wetrix Review,Great,8
N64,V-Rally Edition '99 Review,Poor,4
N64,Turok: Dinosaur Hunter Review,Great,8
N64,Snowboard Kids 2 Review,Good,7
N64,S.C.A.R.S. Review,Mediocre,5
N64,Rampage 2: Universal Tour Review,Poor,4
N64,Ready 2 Rumble Boxing Review,Fair,6
N64,Re-Volt Review,Mediocre,5
N64,Quake II Review,Good,7
N64,NFL Quarterback Club 99 Review,Good,7
N64,NFL Quarterback Club 2000 Review,Mediocre,5
N64,Penny Racers Review,Poor,4
N64,NHL 99 Review,Good,7
N64,NBA Live 99 Review,Good,7
N64,Monster Truck Madness 64 Review,Bad,3
N64,Multi-Racing Championship Review,Poor,4
N64,Micro Machines 64 Turbo Review,Fair,6
N64,South Park: Chef's Luv Shack Review,Bad,3
N64,Lode Runner 3-D Review,Fair,6
N64,Knockout Kings 2000 Review,Poor,4
N64,International Superstar Soccer 64 Review,Good,7
N64,GT 64 Championship Edition Review,Mediocre,5
N64,"Major League Baseball Featuring Ken Griffey, Jr. Review",Fair,6
N64,Ken Griffey Jr.'s Slugfest Review,Good,7
N64,Forsaken 64 Review,Great,8
N64,Flying Dragon Review,Mediocre,5
N64,In-Fisherman Bass Hunter 64 Review,Poor,4
N64,Fighters Destiny Review,Good,7
N64,Famista 64 Review,Poor,4
N64,F-1 World Grand Prix Review,Good,7
N64,F1 Pole Position 64 Review,Poor,4
N64,Earthworm Jim 3D Review,Fair,6
N64,Duke Nukem 64 Review,Good,7
N64,Dual Heroes Review,Bad,3
N64,Doraemon (Import) Review,Bad,3
N64,Destruction Derby 64 Review,Fair,6
N64,Deadly Arts Review,Bad,3
N64,Dark Rift Review,Mediocre,5
N64,Cruis'n World Review,Mediocre,5
N64,NBA Courtside 2 Featuring Kobe Bryant Review,Good,7
N64,ClayFighter 63 1/3 Review,Bad,3
N64,Chopper Attack Review,Fair,6
